customer_id,total_orders,total_spent,avg_order_value,last_order_date
26df8145-22d0-4514-b5f2-e7813259448f,1,284.21,284.21,2023-08-28
26f08b2a-f130-43c2-aece-3669b0ae3571,1,262.34,262.34,2023-02-20
26f29800-1be3-43fd-9289-85e656ece23a,1,150.98,150.98,2023-02-23
26fa466b-1573-4a73-8266-557cefc66c4c,1,1668.65,1668.65,2024-01-06
26fdf58f-26e1-4756-85fc-6aff0d65519e,1,342.36,342.36,2024-06-20
2722e695-4618-4f72-aeec-67d5e942c749,1,697.22,697.22,2025-06-02
27346c0b-7b56-4038-bb30-8369824dfdf7,1,226.90,226.90,2023-06-14
27362677-4b13-4b6a-8ef0-5e0879c3de2a,1,1105.70,1105.70,2023-11-23
27380016-f251-421d-95e2-4956ebc72a5f,1,343.54,343.54,2025-09-01
273c5b2d-f2cc-41b7-8eae-97100f5ee233,1,79.00,79.00,2024-02-15
273cdb44-bc8e-45c4-879f-50678278f424,1,1023.33,1023.33,2025-06-17
2740dcf4-8a20-41ce-aa6a-92bdc4e964f6,1,270.36,270.36,2024-09-20
2766b577-f774-4283-a259-9e8c1fd73a2e,1,409.26,409.26,2024-06-01
278acbbf-a678-4947-9647-b194565a1072,1,406.56,406.56,2024-04-28
279f5df0-da2d-4df9-a3c1-4a53acf96a12,1,259.65,259.65,2024-11-27
27aea356-eb37-4ce0-8d40-47ae4e531917,1,2259.60,2259.60,2025-12-23
27af9995-8e5a-4e09-accc-181e2e54ca50,1,1163.48,1163.48,2024-01-17
27d1f2df-dd80-4dfa-8f3f-b1bc0357085e,1,1223.70,1223.70,2025-09-26
27f63d41-2b7e-404f-a321-b54ade10a04c,1,343.64,343.64,2023-02-16
27fcb080-9839-4b39-bcfd-866942e12288,1,154.97,154.97,2023-07-18
2800bf99-c0e9-4651-a060-f9156ed8d6a1,1,440.67,440.67,2025-03-29
2804335a-3311-45e0-ac5c-ce54210c78d9,1,678.76,678.76,2025-10-24
2807ac79-f989-446c-a288-abb725c33b5a,1,439.56,439.56,2025-04-22
2811a218-42f8-46be-8275-734bd32e6fc6,1,870.25,870.25,2024-05-01
281d2c44-fd66-4f49-8663-6be841389c6f,1,1110.06,1110.06,2025-03-20
282b0c7b-917a-42fa-af27-f61234386cdd,1,1156.55,1156.55,2024-07-05
28309a79-fc0d-4567-bb4c-e00fe730bbdc,1,592.10,592.10,2023-01-17
283ba30f-90b4-4e15-889f-f69f7c1f2057,1,845.50,845.50,2024-09-15
284a06f4-3a47-40fb-a2ad-bd4e9d3e13ab,1,178.30,178.30,2023-05-14
285946b3-7218-4854-be5a-60994dc80592,1,143.28,143.28,2025-06-30
285bb809-162e-4894-9f58-bf7d35327c67,1,558.85,558.85,2023-01-01
285f9ee2-39c5-4f24-a103-4a205a8f4ab1,1,361.74,361.74,2024-10-31
28791fa4-7a80-4dd0-8286-2014ff41e2a0,1,389.35,389.35,2023-04-12
28848e97-5a69-4dab-9d1b-779dcc2d9252,1,411.05,411.05,2023-11-15
28a775b7-ae00-4316-9f10-9f59a4d9ac7c,1,822.19,822.19,2025-09-27
28b64c46-ff60-4b7b-bb7d-92ee26802bc1,1,871.17,871.17,2024-08-28
28c52d31-6d71-4d42-9b74-ef01a4a8e2d6,1,1276.45,1276.45,2025-05-29
28e60130-2d23-4ed1-bf5d-21f279731ea8,1,187.29,187.29,2024-11-18
28f4b935-f30d-45ef-8a67-03ccd9296018,1,668.22,668.22,2025-08-16
290ac04f-0a39-43a7-8e62-1c9b2dc9b66d,1,587.59,587.59,2023-08-07
290c42f8-d30b-4f65-99b3-8619d1fb55b1,1,254.43,254.43,2023-04-02
290fc9ca-7f92-4725-a211-ed9f9892f7fa,1,837.54,837.54,2025-11-20
296bc878-b3e8-46bf-9425-8378d2cb0fa8,1,518.18,518.18,2023-10-28
296da4cd-431b-411f-af90-d9afca07906e,1,184.71,184.71,2023-08-13
29999564-3f01-4f17-b98e-411128c9006b,1,993.51,993.51,2023-03-17
299ebd2b-cde6-4708-8ca3-e804e3cc21fc,1,183.03,183.03,2024-10-31
29a7577d-c177-4c26-95bb-ad630826b159,1,915.21,915.21,2023-02-06
29ae01d1-ebee-4748-aa93-9b48cad77185,1,276.41,276.41,2024-08-13
29c09a85-48c9-4572-8ba4-0fdb105fef51,1,360.70,360.70,2024-03-27
29c358b4-4a63-4253-9dae-1d99427b8a3f,1,1696.46,1696.46,2024-08-29
29c649ec-2b48-4034-88e5-e76e68eac538,1,1900.90,1900.90,2024-01-24
29d19f4a-16ed-467a-8f86-4ad191113feb,1,1674.71,1674.71,2025-04-29
29e37c0f-235c-42e3-9376-610a423920d1,1,1594.64,1594.64,2023-05-14
29e9c860-439b-4b4e-87cf-b5f4d804ec1e,1,23.23,23.23,2023-05-05
29f937b5-eecf-4fa5-ac72-2e8ccf3cf4be,1,7.35,7.35,2025-06-24
2a075ef6-ce9c-42d7-b650-3688f0ffa78e,1,618.29,618.29,2025-11-16
2a3ddff4-551d-482f-90cd-a4a33da0220b,1,413.07,413.07,2025-03-05
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,1,554.00,554.00,2025-09-03
2a476530-88eb-4f77-93de-ac055705ab5b,1,89.56,89.56,2024-05-23
2a5b17f6-fe8c-4276-bdf2-612355098451,1,234.32,234.32,2024-04-06
2a6c871b-cf75-41db-be38-46513ff85953,1,128.97,128.97,2025-12-29
2a74889c-6f74-4c44-b1ac-96a2944b8033,1,1110.41,1110.41,2024-09-05
2a765772-319f-4143-a6c3-5199f0b49011,1,243.18,243.18,2025-06-01
2a879ac0-7670-4b08-877e-781c78f756d1,1,392.11,392.11,2023-10-30
2a8ad6ae-6d1f-44a8-9500-19fc23c0a6b8,1,89.71,89.71,2025-11-15
2a940b39-6dde-4126-95db-0d11c5cb9ad3,1,308.40,308.40,2023-10-22
2a98ef14-12e4-45b7-8de1-8281dce41ca7,1,211.39,211.39,2024-08-17
2a9edda7-761a-4914-8931-b2d4d3def87c,1,52.85,52.85,2023-03-12
2ab05af8-87e7-49e2-bf46-d9d3f2794e8b,1,84.06,84.06,2025-07-14
2ab8bd33-911f-430b-9bff-00b07fe670f3,1,145.36,145.36,2023-06-13
2ab8c610-e7e3-49b8-918d-a4887d5704df,1,1985.00,1985.00,2025-06-21
2abc4b2f-b0a6-4457-8620-5f4a6e718848,1,480.93,480.93,2025-06-09
2acc194f-b298-4259-9aec-4a6525cff380,1,721.96,721.96,2024-09-04
2accc477-ebd3-4ebb-a31b-10d19c6b0f4d,1,64.75,64.75,2024-09-14
2acdb86b-9e0f-40ec-b41d-32a64d04afc6,2,3626.18,1813.09,2025-09-03
2ad24be7-ae24-43b8-9476-9237f05c50ca,1,754.08,754.08,2025-03-10
2ad95f99-ee13-44d8-8531-2f2b811660f9,1,1590.84,1590.84,2024-12-23
2af68530-fc45-4481-94f5-eca75b9da84d,1,1823.16,1823.16,2024-10-09
2af8e6e7-8aa0-4210-9120-712228673909,1,1074.15,1074.15,2023-05-29
2af92bf0-12a1-45c8-a6b3-0b6d4be22e6b,1,729.37,729.37,2025-02-15
2afed171-238a-40c0-b876-17df4e0c637f,1,239.40,239.40,2024-12-18
2aff1065-f67f-418e-999f-68540fa02b79,1,306.99,306.99,2025-06-06
2b007383-deb4-4ff2-8ff6-d8bc6999e448,1,606.36,606.36,2023-10-03
2b0a9941-ad08-4bab-8872-544c6020c52e,1,264.56,264.56,2024-07-02
2b36e4fa-6556-4adf-8361-339cdebe25aa,1,1962.10,1962.10,2023-05-16
2b3a567b-0a5d-4e1c-aaac-085fe0cff2e5,1,852.05,852.05,2024-12-07
2b3fa032-0c02-4f4b-879a-d9f47c36590c,1,967.61,967.61,2025-01-12
2b42a9a1-5108-4be9-b76b-ae497a7bf23f,1,281.98,281.98,2023-09-22
2b56db2f-0f7a-401d-ab8b-65fdd8b71fef,1,10.57,10.57,2024-02-21
2b705c0d-3b4c-46db-b5d8-bd9fd2fe9c3e,1,554.36,554.36,2023-08-03
2b71fe06-5b44-4dac-9671-0d4f56a89706,1,803.38,803.38,2024-11-10
2b8bd602-1924-46e7-bc55-7f3fcbcd6f84,1,393.66,393.66,2025-02-05
2b99d124-dcaf-4a81-8bec-22ae888a037b,1,259.73,259.73,2025-01-04
2bac55fb-0dac-4faf-9092-c355ad8b8a4e,1,141.97,141.97,2025-07-11
2bacfc18-e5e2-4907-929a-f17623efe09e,1,1816.24,1816.24,2024-04-09
2bafc1a9-a558-488b-a865-eba4aae277ff,1,1257.26,1257.26,2024-09-08
2bc11bf7-4675-4f60-be4f-f60d093fbebc,1,870.15,870.15,2025-09-27
2bd45fe6-c33c-494c-9571-7ec665cb3d88,1,1331.61,1331.61,2025-08-02
2bf59816-9986-44b3-8e3e-6f365643ac55,1,397.05,397.05,2023-07-19
2bf7c2e7-f746-4036-b4ab-a6ce82165a4c,1,710.52,710.52,2024-03-13
2bf998ad-c92a-4b0c-a56f-fbd8c4329e78,1,89.08,89.08,2025-01-25
2c0775b6-678a-4b0c-acf3-3b77770906d6,1,210.95,210.95,2025-10-14
2c1b5208-98be-4419-9d13-c37dba144430,1,648.30,648.30,2023-12-19
2c485eaa-bdf4-4a6e-967c-b4617721025f,1,809.98,809.98,2024-09-25
2c53c4b6-8a9a-4b37-b9ce-69895ab29d9a,1,1992.55,1992.55,2024-06-28
2c554bf4-0ce4-4d06-a427-480070651d67,1,217.89,217.89,2024-10-10
2c66e038-f343-4589-913e-1b820cf0c982,1,1774.03,1774.03,2023-09-20
2cbff242-c36c-4830-8525-43351c7cb33b,1,743.10,743.10,2024-02-15
2cce0f8b-db29-42fd-8d6e-ce8fdf9c3483,1,135.92,135.92,2023-09-26
2cd99d2e-2e29-412c-904b-a1e8c58000fc,1,295.56,295.56,2024-10-05
2ce70822-dc96-4387-a124-646113fe7335,1,1197.51,1197.51,2024-12-31
2ced976e-52bb-4866-bf93-3b6d2acef9bd,1,30.09,30.09,2024-06-19
2cef1862-f643-4af0-ae84-4e383011230a,1,16.42,16.42,2024-11-11
2d2bacc7-b992-4653-bc59-6f036eda748e,1,2028.77,2028.77,2023-10-11
2d341e87-42ec-4acc-897f-9769b749d03f,1,1259.78,1259.78,2023-09-27
2d42d5e2-036a-4bbf-9ce6-2ecc06cbdba0,1,131.65,131.65,2025-02-07
2d831604-5659-417f-b74b-e180391397cc,1,489.42,489.42,2023-03-19
2da3dab1-97b7-43a8-8dd4-1b5ecd9101e6,1,147.00,147.00,2023-06-26
2da61acf-b630-4d90-affa-40f7350cf740,1,1176.67,1176.67,2024-04-30
2db5b1f4-0321-4c70-b28b-d13c494c8758,1,1264.11,1264.11,2025-06-13
2dbb45bd-2138-42e6-b013-a170d5cf3b4c,1,493.68,493.68,2025-08-09
2dc8f858-b5e2-4cd9-af76-bf19e3ce0749,1,989.29,989.29,2024-10-10
2dcedef0-27be-4417-bc97-b3bbca425e86,1,2175.15,2175.15,2025-04-02
2ddbe035-6e01-4dc9-9035-7ce003388a9e,1,443.53,443.53,2025-01-02
2e04ab33-458c-499f-8485-40e375df2244,1,204.90,204.90,2023-12-20
2e07772e-0db9-4ca1-9600-543077c5e3ee,1,368.92,368.92,2023-04-14
2e0ecb82-bd69-40a2-943d-136f04c1bee9,1,1461.57,1461.57,2023-10-02
2e256d8e-3429-4857-9753-824f2fff1263,1,799.80,799.80,2023-01-18
2e277539-b71d-4c90-8736-e0d79c47e99b,1,411.05,411.05,2024-04-25
2e2d0681-a8b2-4070-9b18-72ac78c4c27f,1,110.38,110.38,2025-10-17
2e3081ce-232f-400e-b98c-efa549b88721,1,261.48,261.48,2023-12-10
2e327d51-99a6-481d-87a1-aff81baf795d,1,43.38,43.38,2025-09-07
2e34c408-c7c5-48ed-834f-793bf505a92c,1,1353.16,1353.16,2025-03-10
2e4827e2-0ceb-46f4-b54c-087fade0fa8c,1,191.89,191.89,2023-10-22
2e5540e6-6ef3-419e-a856-92fa675ea43f,1,707.68,707.68,2023-07-27
2e635f98-12eb-4bd0-ad42-5aaaa753406f,1,1184.06,1184.06,2023-01-21
2e6c6bba-58b4-46e8-84a6-b5ab611a0625,1,935.96,935.96,2025-08-14
2e75929a-8700-45e1-8b48-9b5b6f53ced6,1,1169.29,1169.29,2023-07-01
2e9d8b06-7a27-42ec-b039-20baf13d60a9,1,47.92,47.92,2023-05-26
2eb7f6e1-5365-428c-8bd3-6f9d54fdfb9b,1,1166.94,1166.94,2023-12-23
2ec62764-43e8-4ebf-8b9f-0817255961ba,1,1581.44,1581.44,2024-03-11
2ecb0f5f-9fab-4892-98a6-9b0738e18a48,1,849.31,849.31,2025-09-02
2ed29af9-9f3d-4b14-a5b6-3029f353a855,1,92.08,92.08,2024-04-19
2ef2cafe-5d2e-4783-aa66-8d081134334b,1,1568.25,1568.25,2024-03-07
2ef49ce2-dae5-4aea-84f9-d5f93b821b5c,1,53.92,53.92,2024-07-22
2f02ec68-f8c4-419b-a64e-8fb89bff3017,1,393.96,393.96,2023-05-31
2f0b28c8-16b0-47a9-abe3-5f72f43eb0d6,1,235.07,235.07,2025-03-03
2f3c077e-7777-41ce-aed3-c4c96303aee2,1,1310.70,1310.70,2024-03-25
2f4c0489-1a73-4394-82c6-ccdf824a7619,1,60.80,60.80,2023-07-20
2f5c0b4a-8948-4426-bd2d-972f956acb37,1,6.57,6.57,2025-05-17
2f5f2368-ed33-4c9e-9216-76cbe1661340,1,317.40,317.40,2024-12-03
2f6b95a6-dccd-4ade-b565-53d19b0b93f2,1,1793.20,1793.20,2025-09-21
2f96530b-d3ab-4c3f-b458-98b0b845e393,1,2071.75,2071.75,2025-04-13
2fa1d465-c2f5-4391-a0be-d705b74db993,1,1821.68,1821.68,2023-12-01
2fa227c3-dc57-44da-90ca-beebdb721b14,1,453.35,453.35,2024-09-26
2fd6129a-82e0-4d39-bab0-08df2709f5b2,1,1454.71,1454.71,2023-11-07
2fefad08-dc0d-4f4c-976e-46ee68ded8b8,1,278.56,278.56,2025-02-13
2ff9a249-c0bd-4806-b60a-4df4e3401a76,1,1268.19,1268.19,2024-10-23
2ffeb9b1-01ff-4c42-81fc-072de8177702,1,613.21,613.21,2024-11-17
304b8215-dae7-4073-899f-163e7fde376e,1,23.28,23.28,2023-03-27
30563e0d-2a79-43ee-b1d9-947ad835a834,1,951.06,951.06,2025-04-13
306bc044-e7c1-4395-81d6-a86717e9d585,1,45.27,45.27,2025-06-11
30715597-8703-4d11-a435-40e2ee21410d,1,2085.80,2085.80,2025-02-13
3088f44b-405d-4416-958b-867a46aee430,1,981.63,981.63,2024-10-19
30b78ee1-7cae-46f5-82f7-ea05d05658b2,1,67.39,67.39,2024-07-22
30b85953-d74d-415f-9d34-ee36b9f52c1c,1,712.31,712.31,2023-04-30
30beca83-d27d-4fba-b140-ca4ace823aab,1,169.71,169.71,2025-09-11
30feb983-78f6-4bc1-94ea-8595a5ac71d5,1,512.10,512.10,2024-05-23
31242890-12c6-4e8a-9b8e-698381d0934d,1,641.38,641.38,2025-12-09
312a982d-09d3-4bd0-9870-2dc92dded27c,1,1177.66,1177.66,2024-08-05
314ae079-5e6e-4662-b88b-1b19c736c148,1,1210.40,1210.40,2023-10-31
31501505-3bc1-47bc-b5e6-a351c724945f,1,1134.58,1134.58,2024-12-15
3150efaa-3c1c-4f2b-b3b0-daab2f4dd672,1,677.50,677.50,2025-11-18
315f6ced-bf07-42aa-9f9b-debbec77139b,1,240.36,240.36,2024-03-24
316d171e-be94-44cc-8d45-76d689fa004f,1,208.89,208.89,2024-02-21
3170616d-6766-4298-a431-55ae493c34c2,1,934.96,934.96,2025-12-19
3174266b-c2cd-42ca-bfe4-989e8e93ccaf,1,1124.04,1124.04,2024-04-29
319afe68-3478-4455-824f-307ecf174a7c,1,151.08,151.08,2024-06-01
31aa7288-5a4e-4883-a0df-dbe775b12faf,1,195.93,195.93,2023-09-28
31bf8a3c-5ae5-4068-92ed-9291c3da1521,1,177.53,177.53,2023-11-24
31c990dc-8696-4567-8c2f-21d414a1f4a4,1,517.05,517.05,2024-09-06
31cdba78-8f36-43d7-915a-ff858f70ce5f,1,417.39,417.39,2023-07-10
31cdf8ba-df95-44a1-82ba-7d81d0ae77f7,1,366.96,366.96,2025-07-14
31db836b-2829-4da9-a76b-5b69ad8e9637,1,642.52,642.52,2024-10-29
31e31523-df03-4e15-b1e7-38c5b991db80,1,567.12,567.12,2025-12-06
31e3be07-a8ec-4d87-97e0-8108a0bc716c,1,144.41,144.41,2023-05-23
31e666a8-4106-418d-9468-9398ef3cbd28,1,480.40,480.40,2025-04-01
31ea2821-3034-4270-a81f-f52852ec03ca,1,353.90,353.90,2025-08-15
3201491b-907e-4623-8654-9f04314d877f,1,405.00,405.00,2023-08-07
32073242-57af-4a28-a7ca-c3ee9502ecc4,1,392.37,392.37,2024-04-16
322f100c-adc3-4bfe-97da-3ba69224c44f,1,649.86,649.86,2023-04-20
32303ee2-2707-46ba-8faa-3b1f60c5e090,2,31.04,15.52,2024-02-01
324726fc-b0b4-421b-8604-844f3181b56b,1,847.48,847.48,2024-05-10
325229ef-b3b1-4073-b1ac-300497c99412,1,169.59,169.59,2025-09-15
325b1b68-20c9-442c-86d5-f8276f6d02bc,1,291.08,291.08,2025-04-02
325d94b1-20dd-45ed-be1a-5b41cb54762d,1,18.07,18.07,2023-08-22
32605358-c566-460b-94dd-126a9764a626,1,1661.45,1661.45,2024-07-13
32632cc3-665e-416f-9b67-b77503b88938,1,37.18,37.18,2024-07-16
326ab4b1-c251-43c7-8991-2512a304d72d,1,548.08,548.08,2023-03-01
3270e4fa-abae-4f43-bcae-8081bdf070aa,1,24.32,24.32,2025-09-27
328302de-234e-4cfc-af0c-774ebd9a92c1,1,95.01,95.01,2025-01-07
32855143-ecbe-4c12-a96c-67d96fe0ada3,1,507.31,507.31,2023-11-20
32a807cc-2c47-4336-8006-1add316c00bc,1,1349.51,1349.51,2023-09-03
32ab5afb-d127-469a-904f-892144fa6821,1,332.83,332.83,2024-12-15
32b27bec-51e6-4866-b7b8-70c37b5c2074,1,669.46,669.46,2025-11-13
32bfd79e-566e-4dd6-b4b6-9c804b4616d5,1,258.12,258.12,2025-05-09
32fd73c5-0894-4176-be99-df69bcd49975,1,73.85,73.85,2024-08-16
33056f33-356f-4d31-8209-284616432294,1,1506.47,1506.47,2025-12-27
33057c2b-939c-4a82-9406-b31cc81e34bd,1,108.65,108.65,2023-01-21
3309cd89-f26d-4669-95e3-8f96a2bf0f3d,1,1325.38,1325.38,2025-08-08
330c8461-0d06-4891-a980-8e3c9fa3fe4b,1,163.28,163.28,2023-05-06
330cb9c2-86ce-4c21-9d40-435437ec1673,1,1646.38,1646.38,2023-03-02
331212d1-4cdc-4dcd-bdf5-e219468a4cd3,1,882.92,882.92,2023-07-11
333778c0-5ed0-4957-92e4-f341d3b27e9e,1,965.23,965.23,2024-12-20
33528551-20c6-4af6-8ace-06d905a13ea1,1,461.99,461.99,2025-07-20
3360d115-48b5-4c88-8f63-5f4a2b9a118e,1,15.51,15.51,2023-03-16
3381311d-deac-4a4c-9ad2-7a444bbfb795,1,459.80,459.80,2025-02-06
338c1ad0-5116-4ee6-8705-4e87ffa5016c,1,1800.36,1800.36,2024-09-12
3393239e-e466-47b1-b2f8-2cc4516864ba,1,216.24,216.24,2025-12-19
33a71918-31bc-43e6-b4a1-1f462a08fa8d,1,678.38,678.38,2025-08-20
33adfe79-efea-4645-a245-e9d77de736fc,1,163.88,163.88,2024-04-24
33b20e48-58ac-493e-a401-9bc7dbe2dacc,1,1078.04,1078.04,2024-08-15
33b99bb2-543e-48be-875c-285df84b86e9,1,1102.82,1102.82,2025-11-06
33bcb8a9-c71d-4564-8992-b886c8f216c1,1,757.29,757.29,2025-01-07
33bce9a8-ae62-4bf3-bc6f-11c47e1bf364,1,96.71,96.71,2025-10-26
33eb26fb-3694-4bbb-8871-eb5240f4aab5,1,485.50,485.50,2025-11-15
340155bd-b6ac-4c8e-b977-c7b41e56d346,1,1287.90,1287.90,2023-05-30
3408f5fe-bdd2-4677-aedb-50638a56dd0f,1,883.44,883.44,2023-01-02
341af90a-8f74-4646-96b0-26e10163323c,1,1038.37,1038.37,2025-01-06
34204712-68bc-4bde-bc70-f5fde2adbd15,1,50.87,50.87,2025-10-23
34261533-0bad-4c12-95d2-753864a4f4eb,1,564.92,564.92,2023-02-26
342f2b72-0cac-4cbc-b7be-cf511c1cb8f8,1,508.64,508.64,2023-04-15
345aac28-5749-477e-83f3-c616c9e7cab3,1,1446.18,1446.18,2025-10-12
345cbcab-a040-4bca-9bc8-3ad60c2a7837,1,470.35,470.35,2023-04-16
345d9ab5-c139-4404-bd9a-c43180078fdf,1,881.83,881.83,2024-05-08
345fc257-5530-4b76-b7bb-8679479b6f82,1,1778.51,1778.51,2025-06-07
34641417-e8fc-4b4b-993b-07335181e98d,1,471.12,471.12,2023-06-01
346683ad-c68f-4f12-bd02-c8fbbb6329e8,1,821.92,821.92,2023-08-24
346a36f9-b2d5-4207-9ade-d1971eea08a6,1,237.01,237.01,2025-04-28
3476581f-b967-456d-b68a-2097417cf2ed,1,343.47,343.47,2023-08-10
347fc9f0-b5d9-48cd-a5f0-0ebc7fab189e,1,297.19,297.19,2025-08-25
34928a7b-42dc-4d93-a93a-04150360bd53,1,1266.25,1266.25,2025-09-04
34b16488-cb4a-4b4b-aa68-3e184fc40b0a,1,28.97,28.97,2025-12-13
34b9e468-9f7b-43b6-a14d-cf973c3b41fc,1,814.44,814.44,2024-12-25
34c07100-7179-4639-b08f-b8a15d654a47,1,180.34,180.34,2025-08-19
34cd5d6f-52bd-407b-87b5-c69a4a13de29,1,40.59,40.59,2025-03-29
34dbda6b-dd9e-4b6d-a751-82a4f48138b5,1,32.00,32.00,2024-04-04
34dcbb35-386e-46b7-a1bf-d3738372bb35,1,17.68,17.68,2025-03-15
34f406c7-1314-4259-94e4-7f35f7e9d527,1,574.80,574.80,2023-02-11
35354a93-0a94-482b-b85a-ef5b36cf56e7,1,483.93,483.93,2025-02-17
353fe8c3-92e7-4ba5-866c-daddbb5ed054,1,975.65,975.65,2023-11-24
3549862b-e4f2-4edb-a3a2-75310496e8bc,1,770.28,770.28,2024-05-31
354f9914-5698-47e3-b16d-a24334def7ee,1,320.58,320.58,2023-09-08
3550861a-e6ea-456a-8ea8-a9f265782e57,1,1080.40,1080.40,2025-07-27
356e6421-8b3c-44dd-8351-8e575e59e75d,1,1477.29,1477.29,2024-05-09
35750c90-c023-4ca3-aafb-7ebd5dddf483,1,863.24,863.24,2024-12-29
358048c8-cb2e-4e7b-8b8d-cd0928ad858b,1,1164.96,1164.96,2025-04-26
35822b4a-af52-426f-836e-59d992e181ec,1,1508.92,1508.92,2024-01-05
358792a1-4340-4908-b124-59e935c995c0,1,861.30,861.30,2025-11-10
358e6ba2-9403-410a-a358-adbddea868da,1,455.49,455.49,2023-11-23
35923990-fc86-472a-9a19-a85c1ef982c9,1,1648.80,1648.80,2025-12-12
35957030-b1ac-4988-8443-c78b48e96368,1,2106.10,2106.10,2024-01-25
359758ba-e355-4ffe-8314-8ef96e0cbe86,1,913.70,913.70,2024-09-11
359e2500-4d6c-4b33-82d5-4b3f9594e474,1,512.04,512.04,2025-08-30
35a6c365-6126-47c9-91c9-64f4d7153f7e,1,851.76,851.76,2023-03-30
35aaa1ea-7364-411a-88f0-a87aecdafac9,1,186.62,186.62,2024-08-29
35b71853-8aa5-42ae-abfa-e21ebc2aac0c,1,63.86,63.86,2023-02-09
35c0a4d2-ae2f-484b-afb7-67b43891221a,1,461.41,461.41,2025-08-09
35c87983-910b-47f9-a1ae-25a6f1966b21,1,839.20,839.20,2023-09-27
35d0252b-0ecf-4226-8af9-98d1f20f754b,1,96.30,96.30,2025-04-23
35d07b39-1409-4ec2-9a9c-d70b81ffcde6,1,633.85,633.85,2023-10-19
35dbe0d6-7bec-44d6-bc7a-4e760813d33d,1,1449.00,1449.00,2023-12-20
35e0581c-d169-4699-9d32-cf191456956d,1,142.50,142.50,2024-10-07
35eaede0-ea83-456b-bd8c-93df41515f1e,1,609.56,609.56,2024-01-05
35ee5414-1ac9-43d0-86bb-3af69ab8d051,1,1080.68,1080.68,2023-08-03
35f91835-1143-4cbb-955c-be8a16040cc7,1,671.20,671.20,2025-11-17
36088cd0-7815-423c-a34d-c342539c1573,1,667.48,667.48,2025-08-17
360975ed-c902-42d5-955b-41ddbc7b31b9,1,382.13,382.13,2024-10-06
361748d2-c518-48f6-a361-c2f165e55438,1,453.20,453.20,2024-08-10
36245ed3-f0c8-4c82-aea9-e82893df2e42,1,910.80,910.80,2024-04-09
362cb840-4493-4724-9db9-be25ff329536,1,164.67,164.67,2024-05-28
3637fdcb-4cfa-4de7-8da4-690a5679a226,1,499.82,499.82,2024-07-23
36494b96-3253-44d9-9c6e-938f0d513e78,1,339.93,339.93,2023-11-16
36502aef-ea93-47e9-a764-dec0448d4e76,1,947.38,947.38,2024-07-30
3653d055-37c0-4b1d-a37a-f4808ef71cba,1,360.36,360.36,2024-08-17
368219b0-2940-4284-a360-5973e42fe2d2,1,293.79,293.79,2025-04-03
36833a2b-d040-4417-98d6-51edf8d3e093,1,634.89,634.89,2025-01-19
368570d1-b68c-4aac-ae3c-3e18d631a566,1,43.77,43.77,2023-07-18
369c564b-25ba-44e4-b9ac-b707ffcb1ab1,1,1443.56,1443.56,2024-03-22
36cfe991-2efa-47cd-a711-c5cc83d5427d,1,11.64,11.64,2024-07-13
36d5187b-bfdb-410b-b929-1d34db6ea0ba,1,458.39,458.39,2025-11-19
36e99f51-55be-4422-a797-3daa8d764411,1,549.81,549.81,2025-02-01
36f14933-17f4-4f96-b861-4f08a3b475ff,1,1520.01,1520.01,2025-12-07
36f3d6d3-3559-43c3-9b8b-b33814b7ada1,1,1540.63,1540.63,2023-07-02
36f99fd4-993e-4907-9166-5c94889765b8,1,805.94,805.94,2024-04-28
36fea0b4-38cd-4122-bc01-45e14ce2afa2,1,104.35,104.35,2023-07-18
372360b1-9db2-48e2-ab86-244ae7d26ef4,1,692.19,692.19,2023-11-21
372b5a14-d3aa-45cc-910f-c3d375b580e8,1,984.58,984.58,2024-07-05
372f871a-45ee-432d-aa07-f2137129cec7,1,1834.94,1834.94,2024-11-21
3731ff7d-04f3-4ca5-889b-fbfffba05810,1,265.98,265.98,2023-10-12
37482ab3-55ed-45f1-abbf-896ae9a4f105,1,1052.90,1052.90,2023-10-30
375d02fe-86c1-4f97-9f52-434780f6638e,1,2393.95,2393.95,2023-03-18
3772f988-a341-45f8-abd0-f844cdad48ac,1,745.20,745.20,2024-05-11
377b37a6-c8ee-4375-9bcb-1276267ea3d7,1,1565.75,1565.75,2025-05-02
377f402b-f245-4aec-aab7-33d0670094ee,1,425.85,425.85,2023-04-19
378e6510-8f10-433e-abe4-2e7db96c1163,1,438.64,438.64,2023-09-20
378f79c3-99c5-4577-9cae-025c4a84611d,1,174.06,174.06,2023-10-04
37c1e3b4-66e6-4521-93be-ae79820a816f,1,93.49,93.49,2025-11-21
37d02fb3-e13e-42b5-a617-9f06a87fce58,1,1739.88,1739.88,2025-07-30
37d9a97c-2148-4314-9e8c-7851fc42cbee,1,444.65,444.65,2023-06-14
37d9f94a-87e8-43e5-b4ae-6f01bfc3535d,1,279.72,279.72,2024-03-28
37daa076-88b8-4f7f-8b95-306c8192ae93,1,1974.05,1974.05,2023-01-14
37ec649a-3964-4f48-8cfa-eea8e395f2fc,1,82.96,82.96,2024-07-01
37eced07-21ad-46b4-92ce-60243db4f40d,1,545.58,545.58,2024-11-07
37f0a0c2-1955-4818-9d24-c5df92f50f76,1,669.60,669.60,2025-08-16
380eb464-00a7-49e5-a09a-6d80395a8278,1,358.85,358.85,2024-05-15
