order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
56444,2023-06-18,bdc4d63a-9e01-4cc8-a364-637f9eb3b815,Electronics,Oceania,4,150.76,0.05,CreditCard,7.0,3.3,572.89
87742,2024-06-29,5b2b3ed6-2a12-4112-9be7-22127a0051fa,Sports,North America,2,425.93,0.05,Cash,7.0,2.5,809.27
99489,2024-11-17,19ee23d3-7c17-44b9-95fb-1ff449aed8eb,Fashion,South America,6,350.28,0.0,PayPal,6.0,4.3,2101.68
14107,2025-12-13,0863c0d1-2cf5-45b8-9e26-696faec3f7be,Sports,Europe,5,418.6,0.15,PayPal,7.0,2.2,1779.05
7321,2023-09-23,a2fcab34-5868-4fda-a0bd-c6623ee07bb3,Electronics,South America,5,252.04,0.1,Cash,1.0,4.4,1134.18
7363,2024-03-19,4a658a7d-c1f5-4014-9fa8-81b0c0133339,Toys,Europe,5,246.88,0.0,CreditCard,8.0,2.5,1234.4
30573,2025-04-21,dc18314c-510f-4c61-a129-e7ff18189b01,Fashion,Europe,3,169.38,0.1,BankTransfer,7.0,3.0,457.33
15778,2025-04-08,0973834e-2638-49df-aad0-267ed1437323,Electronics,Africa,3,458.86,0.1,BankTransfer,6.0,2.3,1238.92
97248,2023-02-20,dae77a5f-7874-4da1-a595-0b2cb4fa860e,Fashion,North America,2,41.77,0.0,PayPal,8.0,3.4,83.54
18093,2024-08-09,5cf01b14-c77e-40ee-aeb4-2aeed6fbf5ea,Beauty,Asia,2,17.33,,BankTransfer,1.0,4.5,34.66
56049,2023-09-10,c6ebc07d-df31-4996-a8c6-57fe7e10605c,Sports,Africa,5,162.83,0.0,Cash,8.0,2.0,814.15
12201,2023-01-17,ba9b9531-66cc-4f46-ba53-8c4ca404aeeb,Home,Europe,1,365.37,0.0,Cash,5.0,2.4,365.37
84005,2023-09-07,3e0c9abe-8483-430f-a2e7-f92c9e1068b4,Home,South America,2,400.45,0.1,PayPal,2.0,2.8,720.81
16084,2024-03-03,17b9d89e-b71b-4fc7-9f4a-0227f3ab7616,Electronics,South America,3,283.6,0.15,PayPal,4.0,2.4,723.18
58699,2024-05-12,69079e93-aeb1-4522-9ecc-bc94eb586c90,Toys,Oceania,3,60.34,0.0,PayPal,5.0,2.3,181.02
86709,2025-06-08,a6846cde-dec0-4f13-b0f3-bc878ffdd887,Home,Europe,2,26.81,0.0,Cash,9.0,4.1,53.62
76046,2025-12-30,9947940b-b745-41b6-8eac-8fd0c9ebc1ae,Beauty,Africa,3,398.73,0.05,BankTransfer,7.0,,1136.38
89333,2024-12-18,030a910a-1d3e-4876-a2fd-523e7e7d4de8,Electronics,Asia,5,96.58,0.05,CreditCard,5.0,2.2,458.75
78056,2025-08-28,9cd38590-276f-4244-9493-58c77813c60e,Automotive,Africa,5,69.18,0.0,Cash,8.0,4.2,345.9
49766,2024-10-06,a18b6360-730d-4e83-8cd6-73b9188e0715,Fashion,Africa,1,207.33,0.05,BankTransfer,7.0,4.7,196.96
15344,2023-05-07,96978820-a505-44a2-9925-0e145d29915e,Beauty,South America,3,136.94,0.05,CreditCard,3.0,3.1,390.28
45949,2025-09-11,d3f293f0-849d-4d98-8a0e-957f9df6d9f1,Beauty,South America,3,350.34,0.05,PayPal,3.0,,998.47
40773,2023-12-26,8f92fba3-cf08-4c0c-b6d9-8a3f79d4672d,Electronics,Europe,1,97.11,0.0,BankTransfer,7.0,4.8,97.11
70315,2025-04-10,75b772ff-fd61-4469-b428-ef4d3cfdee39,Beauty,South America,2,121.63,0.0,BankTransfer,7.0,3.3,243.26
30687,2023-09-30,53c7c650-7762-4f09-b6d1-5ee942b7a3f0,Sports,Oceania,2,438.57,0.1,CreditCard,3.0,3.1,789.43
94766,2025-12-15,e4fb1e59-0626-4c64-9d0d-074cc429693b,Home,Europe,3,493.07,0.0,CreditCard,4.0,4.4,1479.21
98691,2023-09-13,5124dce3-ccee-415e-9aa7-9e47462e3e02,Automotive,Asia,1,193.75,0.0,BankTransfer,8.0,4.7,193.75
13133,2024-07-30,e144b6aa-89a5-45bb-b009-91ec574d5150,Beauty,South America,2,163.65,0.0,CreditCard,3.0,4.6,327.3
36566,2024-08-17,3653d055-37c0-4b1d-a37a-f4808ef71cba,Automotive,South America,1,360.36,0.0,Cash,9.0,3.4,360.36
67963,2024-03-08,e0ccb419-f5af-4aff-9530-20e89a0a58ed,Beauty,Asia,4,286.61,0.05,BankTransfer,2.0,2.0,1089.12
98276,2024-04-11,edd7baa9-038e-4673-ba5b-726883ebdb05,Toys,Europe,4,448.25,0.0,PayPal,6.0,2.9,1793.0
28853,2024-09-05,79e11c48-70b9-40f6-a032-b5e6f0ff95cd,Electronics,Oceania,5,365.6,0.15,BankTransfer,9.0,3.5,1553.8
50453,2025-06-06,05e7dce3-ce1b-468b-b8af-6533b6bad5b9,Sports,Oceania,5,83.76,0.0,PayPal,6.0,2.2,418.8
80465,2024-07-14,503f0e3b-9fd2-4268-a079-3a6868aa3db7,Toys,Oceania,2,428.63,0.15,CreditCard,7.0,2.3,728.67
31797,2023-07-11,5b9bbe0b-eada-4aab-8fc4-afe20d426fcb,Fashion,North America,1,298.97,0.15,CreditCard,8.0,2.1,254.12
8951,2025-12-10,b91340e3-9afe-48a7-a0d8-82e46b8d8642,Toys,,4,219.91,0.05,Cash,1.0,4.7,835.66
28602,2025-06-14,a80acc8d-7a7b-4270-83e4-4f57856b1d9b,Sports,Europe,5,494.67,0.05,BankTransfer,9.0,2.6,2349.68
84993,2024-01-27,c7e7c8c0-0906-4f79-aeab-eca3cd62499e,Home,Oceania,2,346.54,0.0,CreditCard,9.0,4.9,693.08
33111,2025-08-07,79c75f62-98e9-4578-9f53-4069cf9e39b1,Sports,South America,4,7.36,0.05,Cash,3.0,3.3,27.97
73277,2025-02-07,d036f927-c4e5-424c-9543-c99eee078cb4,Automotive,Oceania,4,30.71,0.0,Cash,7.0,2.6,122.84
83359,2023-11-07,5435d383-d40b-43ef-9958-7833537fd800,Beauty,Oceania,2,37.377,0.0,Cash,3.0,2.3,74.75
4942,2025-10-17,2e2d0681-a8b2-4070-9b18-72ac78c4c27f,Automotive,Asia,2,68.99,0.2,CreditCard,8.0,2.8,110.38
2063,2025-06-05,80cfb1db-1287-4313-8f02-6c2c1b414999,Beauty,Africa,2,332.78,0.0,PayPal,1.0,3.5,665.56
40991,2025-11-06,8e0235a4-cccf-4e4b-bdfd-507e1aeb2fcb,Beauty,Asia,4,59.949,0.05,Cash,8.0,4.0,227.81
25637,2023-04-11,b78d3bbf-22e3-4603-be7d-55f1438ad3d9,Automotive,Asia,2,211.64,0.1,CreditCard,9.0,4.8,380.95
778,2024-08-15,7e7838c9-ca55-438b-bc9a-be10238d6f44,Beauty,Asia,1,26.81,0.15,BankTransfer,1.0,3.9,22.79
66599,2023-04-02,e03797fc-0461-4c9c-9067-a19e562406e3,Home,South America,1,80.25,0.15,PayPal,9.0,3.5,68.21
36956,2024-12-22,9d8cae4f-6d5e-4ebf-842d-08a16941d0c9,Sports,Europe,4,247.69,0.0,BankTransfer,7.0,4.3,990.76
6849,2023-08-13,,Toys,Asia,2,238.73,0.15,PayPal,3.0,3.6,405.84
46859,2023-09-26,542c4032-9e1d-4d3c-a482-fd9712cf10a0,Toys,South America,4,97.41,0.1,CreditCard,9.0,2.5,350.68
14965,2025-04-06,e3d43569-b064-4420-b101-362e1a6c8913,Toys,Europe,4,317.52,0.0,Cash,8.0,2.2,1270.08
90894,2024-01-20,12785ea3-1839-48b5-8183-18fd6195870b,Home,Africa,4,41.57,0.0,Cash,9.0,4.6,166.28
99391,2023-05-19,1da5a16d-6676-4270-a5a1-b12b00a6c3cb,Beauty,Oceania,2,207.94,0.0,PayPal,6.0,4.4,415.88
34267,2025-10-07,075f70e5-e35d-4789-abbd-4de64a95a3fe,Electronics,Europe,5,302.46,0.05,CreditCard,2.0,2.7,1436.68
24252,2025-09-18,89995e38-55cc-4f2b-b65b-3d5b37c9d352,Sports,Asia,5,367.77,0.1,CreditCard,1.0,4.4,1654.96
93243,2023-04-18,124da106-d9d3-404a-87ce-a359cb2132b3,Automotive,South America,5,488.88,0.05,BankTransfer,7.0,2.7,2322.18
6139,2024-08-10,243191eb-5d9e-4717-bf08-6a9e569db57e,Toys,Europe,2,149.99,0.15,Cash,8.0,4.0,254.98
13925,2024-03-19,c19eb471-81e3-4c99-b350-003550711923,Electronics,Asia,4,116.2,0.0,BankTransfer,1.0,2.1,464.8
2358,2023-05-13,8c7e2904-4237-492a-8017-466e85f4c0a2,Automotive,Oceania,5,378.69,0.1,PayPal,5.0,3.9,1704.1
96223,2025-10-10,035f2b91-01d3-4a6f-a716-6f46a238059b,Beauty,Oceania,4,410.73,0.0,Cash,1.0,4.8,1642.92
58965,2023-05-07,48eea711-ff73-455a-b285-4de28b7e1d28,Electronics,Europe,1,381.84,0.0,Cash,7.0,2.5,381.84
14890,2023-12-28,7b5f2193-dac5-4d5b-8910-42d056b766a5,Home,Africa,3,255.07,0.0,CreditCard,9.0,4.3,765.21
80528,2024-08-06,1babc41f-40c0-48ac-8ffd-5c626693a1b9,Sports,Europe,2,469.26,0.0,CreditCard,2.0,4.9,938.52
42642,2024-09-15,54210361-751f-4ec8-8c72-775d35f5b763,Home,Europe,1,491.98,0.1,Cash,2.0,3.7,442.78
9754,2023-12-12,0f92b3fb-081d-45b6-a224-81801d4ac6f9,Home,Europe,4,185.88,0.05,Cash,7.0,2.9,706.34
65513,2023-02-04,cbecb05f-2be8-4abf-ad3e-7f09b9678175,Beauty,Oceania,5,231.5,0.0,CreditCard,7.0,3.7,1157.5
69510,2023-08-17,3a8d5560-1bcf-40cf-9769-8f99976770b9,Sports,North America,3,153.52,0.1,PayPal,5.0,4.7,414.5
91205,2023-02-22,150eac90-e170-43e5-bfc2-8199bd571e89,Toys,North America,4,470.26,0.2,CreditCard,2.0,4.5,1504.83
70335,2024-01-08,4b193421-e21e-4149-945c-7c49af3213a9,Beauty,Oceania,3,409.71,0.05,PayPal,6.0,2.3,1167.67
53787,2024-01-31,f4c3a4de-3106-4b75-9fe9-70ca1f1e01cf,Electronics,South America,4,105.27,0.0,PayPal,5.0,3.5,421.08
28011,2023-03-16,60baed08-f2d3-4176-b8f9-a26a386d67d8,Beauty,Asia,2,333.73,0.1,CreditCard,2.0,2.6,600.71
37130,2025-06-10,84da3e2e-4407-432c-8f3a-984850ed57e2,Fashion,Europe,3,18.45,0.0,Cash,7.0,2.9,55.35
30398,2023-11-04,0c0833f2-7099-4082-8c48-a342f8a35ed8,Sports,Asia,5,123.354,0.05,Cash,7.0,3.3,585.93
59099,2023-02-16,4e140a7a-1bb2-4342-923c-f22b7d2089a5,Sports,Oceania,2,171.23,0.05,PayPal,8.0,4.6,325.34
58754,2023-01-07,770c5f43-87ca-4969-aa55-224c67a2802f,Home,Europe,5,403.54,0.15,PayPal,2.0,3.7,1715.04
60814,2024-01-23,8dfad03c-73c1-46f6-812d-0d427e81a086,Electronics,Africa,5,270.68,0.0,PayPal,1.0,4.0,1353.4
89885,2023-03-31,715a7987-2ed9-494b-8eed-8c6e8da406d7,Fashion,North America,3,392.25,0.0,BankTransfer,6.0,2.3,1176.75
82463,2024-04-09,a23da939-7d82-4153-b800-3271d25ab894,Fashion,Asia,1,100.08,0.0,BankTransfer,1.0,4.7,100.08
48476,2024-01-10,a9f1c264-1e5a-484e-817b-df8fb3663f69,Electronics,Asia,5,155.71,0.2,CreditCard,9.0,2.4,622.84
65967,2025-05-14,c96f473f-b354-45e2-a9c8-b28d2fb6f73e,Toys,Africa,2,18.0,0.0,PayPal,4.0,2.2,36.0
30920,2024-03-25,07813300-12ac-4acf-82dc-bca23d10afa3,Home,Europe,3,50.88,0.15,Cash,9.0,3.3,129.74
40962,2024-09-27,d22c0fcb-a709-4845-be77-12d84b89d5d8,Automotive,Europe,5,284.08,0.15,Cash,7.0,4.3,1207.34
81824,2023-06-13,afd8d868-30c1-4c5a-9c9f-607666613f73,Toys,South America,5,387.8,0.0,CreditCard,7.0,4.5,1939.0
75099,2024-04-07,cf36405a-1b6c-4aa7-80a7-bdd43c5d46b9,Beauty,North America,2,9.5,0.15,BankTransfer,3.0,2.7,16.15
50360,2023-01-13,04ecab55-be5f-4178-8381-a8b15bbf99fc,Automotive,Africa,4,19.8,0.1,CreditCard,9.0,4.7,71.28
62976,2024-04-28,278acbbf-a678-4947-9647-b194565a1072,Fashion,Oceania,1,406.56,0.0,CreditCard,9.0,,406.56
58706,2023-09-15,c7e9bd6c-ca82-49fc-9d01-4f859cb08acd,Fashion,Asia,1,253.68,0.0,PayPal,2.0,4.7,253.68
18049,2023-05-24,f6204f2d-2f33-4232-a27f-df4009bcc25a,Sports,South America,5,492.13,0.05,CreditCard,6.0,3.4,2337.62
24627,2024-12-01,4c2eef90-ef30-4609-a9d5-5f2cedb715eb,Fashion,North America,2,41.3,0.0,Cash,1.0,4.3,82.6
29901,2024-07-25,b481e163-4563-4943-8dcc-90154f8aa6f8,Fashion,North America,4,335.37,0.1,CreditCard,4.0,4.4,1207.33
47124,2023-02-24,87bb957c-93b9-4827-94a0-32fffff5ac3f,Sports,Oceania,4,53.4,0.15,Cash,6.0,3.3,181.56
75110,2023-12-09,6d44c07e-3085-4631-ba9b-6daf75960c4f,Automotive,Europe,3,159.7,0.0,CreditCard,9.0,2.9,479.1
34477,2024-07-19,d24c9f86-499c-440e-bd94-8671b0f36f66,Home,Europe,3,334.91,0.05,PayPal,8.0,3.6,954.49
10021,2024-08-05,d5e652b7-1a83-4240-b0a3-a4122cfc142d,Beauty,North America,2,447.94,0.05,CreditCard,1.0,3.9,851.09
89919,2024-12-17,d6bbb8fc-9a09-4f4d-82f5-5a69156d2b65,Toys,Africa,4,248.54,0.05,Cash,3.0,3.9,944.45
4149,2024-07-10,a71372ab-34cb-4b9a-9338-82b320fa15b7,Electronics,Oceania,1,302.81,0.0,PayPal,6.0,2.7,302.81
19212,2023-02-04,3f8c18bb-5256-47f6-8b97-e77887f831f8,Toys,South America,3,352.7,0.0,BankTransfer,9.0,2.2,1058.1
16232,2023-12-11,2333c422-a3dc-4212-86ea-b78ce6a697fc,Sports,Africa,4,221.79,0.1,Cash,4.0,2.2,798.44
38129,2024-06-27,44a5df17-2e47-4798-8b41-320d863296dc,Beauty,Oceania,1,486.17,0.0,Cash,2.0,4.4,486.17
31010,2025-11-15,60d0f201-9d89-4652-be0f-d219b1d73ebb,Electronics,Asia,5,61.371,0.0,BankTransfer,5.0,3.0,306.86
68845,2023-06-07,eb66cedb-b691-4877-97dd-145e074b2e75,Toys,North America,2,,0.0,PayPal,3.0,4.7,919.38
92382,2023-03-26,bf24803e-5b55-48bf-89c8-8707e9feb50a,Electronics,North America,3,481.58,0.0,PayPal,8.0,4.6,
20428,2025-07-21,54b575c0-2b69-4471-a1e5-eacf5b08c649,Electronics,Asia,1,82.79,0.1,Cash,5.0,4.4,74.51
14269,2025-11-07,7b040680-bfbc-426a-9f69-34a5edf193c3,Sports,Africa,3,53.757,0.1,BankTransfer,7.0,2.0,145.14
87136,2023-12-17,18498b6a-df80-47e6-b2cc-3c2797d64c16,Fashion,South America,1,272.74,0.0,PayPal,7.0,3.8,272.74
83135,2025-02-15,74189841-c37b-4389-b722-ad100cf1f09d,Toys,Oceania,5,114.44,0.0,Cash,8.0,4.7,572.2
2541,2025-01-07,33bcb8a9-c71d-4564-8992-b886c8f216c1,Electronics,Oceania,5,159.43,0.05,CreditCard,6.0,4.3,757.29
73941,2023-04-22,0c32f071-cc44-454c-8af7-b7c843b8953f,Home,Asia,2,299.25,0.0,CreditCard,4.0,4.3,598.5
36961,2024-11-12,c372710d-1d47-46b9-82f0-5e1e03053c1e,Sports,Europe,6,430.677,0.0,BankTransfer,3.0,4.0,2584.06
73427,2023-05-05,29e9c860-439b-4b4e-87cf-b5f4d804ec1e,Automotive,Africa,1,27.33,0.15,CreditCard,5.0,3.5,23.23
71580,2023-01-20,c0db31a1-46d7-4dbe-93f4-d942d208206e,Fashion,Europe,4,241.14,0.05,Cash,9.0,4.0,916.33
95469,2023-01-21,08d6bc5b-38a1-40ab-ac6d-830a1a6b64a6,Electronics,Europe,1,8.67,0.1,PayPal,6.0,4.3,7.8
88751,2024-11-14,ad84e900-f78e-4133-b22e-52cca932acfe,Automotive,South America,2,289.44000000000005,0.05,BankTransfer,5.0,3.3,549.94
924,2023-12-23,cf0e6d2b-315c-467a-85d8-a6ad77d0359e,Beauty,Asia,3,202.99,0.15,BankTransfer,6.0,2.5,517.62
28746,2024-02-16,8c17b9c9-1936-4c45-93ba-4224e0f7b1fe,Electronics,North America,5,21.61,0.0,BankTransfer,1.0,4.3,108.05
99465,2024-04-21,c742c207-e868-4c61-9e9a-638269b75a59,Beauty,Oceania,4,338.21,0.15,PayPal,7.0,3.4,1149.91
48684,2023-12-24,dc4f433b-3c43-42d1-a455-855663ec37f8,Home,Europe,1,82.97,0.0,BankTransfer,7.0,3.7,82.97
22916,2023-11-04,74cdae7e-73ba-4afd-a6d7-1157b8faa516,Home,Europe,2,349.56,0.0,CreditCard,4.0,4.2,699.12
8310,2025-09-28,8c38c18b-02de-4556-9f27-e8b562e03868,Electronics,Oceania,4,358.25,0.0,BankTransfer,4.0,3.5,1433.0
58456,2024-06-24,9638c694-b30a-449c-aca4-c1f877afacf7,Sports,Europe,4,122.31,0.0,Cash,3.0,4.7,489.24
85349,2025-07-10,e90514d0-4280-4b82-8b28-8a7b5de577c4,Toys,North America,5,14.45,0.0,Cash,2.0,3.6,72.25
86133,2023-04-10,de3ae0c8-b190-4f7d-b24b-b6f51da93e5d,,South America,1,411.51,0.0,CreditCard,7.0,3.4,411.51
90358,2023-11-26,b2d31e65-f2bd-43de-a179-20ecaba22912,Fashion,Asia,5,80.055,0.15,Cash,2.0,3.4,340.23
76492,2025-05-21,437def7c-470e-4178-b3d7-c51d6b6cc0dc,Automotive,North America,1,315.77,0.1,Cash,3.0,2.1,284.19
68234,2025-12-28,e2dfa949-836e-4c5f-bdef-4bc322dca10f,Toys,South America,4,217.18,0.0,Cash,4.0,4.6,868.72
84702,2025-03-24,733e890f-bfef-470f-bdec-4dec2d08e0a4,Beauty,North America,3,473.02,0.1,BankTransfer,9.0,2.2,1277.15
92036,2023-08-25,b694d3af-a523-4337-a179-af4c302289f2,Toys,North America,2,216.27,0.15,PayPal,3.0,3.5,367.66
34339,2023-07-19,0054d0c7-1039-4378-bc1d-fb5aeb2bdb03,Beauty,Asia,2,352.95,0.05,PayPal,4.0,4.0,670.6
63618,2025-02-11,c8aa4156-82c8-4298-951c-50ddb3ad675c,Sports,Oceania,5,295.73,0.0,PayPal,1.0,3.0,1478.65
61521,2024-11-11,2cef1862-f643-4af0-ae84-4e383011230a,Beauty,Africa,3,5.472,0.0,CreditCard,2.0,2.7,16.42
58303,2025-10-07,4c70c16f-c917-4796-a838-4c4f95635189,Home,Africa,5,165.18,0.0,Cash,8.0,4.9,825.9
61936,2025-03-18,a0d3f12d-30f9-4dc7-95ec-ecc170753a38,Automotive,Africa,5,209.29,0.0,BankTransfer,,4.3,1046.45
51020,2024-01-08,dc34691c-01ea-45e8-ab5f-b38f525f3553,Fashion,South America,1,479.06,0.05,PayPal,3.0,4.3,455.11
103,2025-08-21,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Automotive,Europe,2,152.49,0.15,PayPal,5.0,4.4,259.23
94604,2023-03-05,79401bdd-619c-4aba-854a-28b9ab5e8de3,Sports,North America,5,128.01,0.1,PayPal,8.0,4.6,576.04
53346,2023-05-07,e359e5e1-8458-4fa3-bd2c-d7e342295702,Automotive,Europe,2,367.55,0.05,PayPal,1.0,2.3,698.34
26065,2025-05-31,92ecfd73-8dbd-4e25-8e50-5cee3ebb5527,Home,North America,2,10.56,0.0,BankTransfer,7.0,4.5,21.12
77614,2025-06-12,9cc3a154-70dc-464e-861c-f4a131a743d6,Beauty,Africa,3,158.22,0.05,Cash,5.0,3.0,450.93
5289,2025-02-02,68054a24-f785-4cc1-b8e5-91c417d2efe7,Beauty,Asia,3,42.02,0.1,Cash,3.0,2.9,113.45
37038,2024-03-23,17518c7b-5fc7-4e1e-8044-6fd281743a2b,Automotive,Europe,3,368.93,0.05,CreditCard,5.0,2.5,1051.45
22187,2023-03-28,8bfa681d-8f82-4371-bf5f-d5e0fd186564,Beauty,Africa,4,176.15,0.0,Cash,1.0,4.9,704.6
50079,2025-05-09,d99b9f1e-6733-4b48-ae97-4af34fa122df,Home,Oceania,2,286.56,0.1,BankTransfer,7.0,3.8,515.81
95335,2023-10-22,9348df37-cbd5-4446-9b1a-4ec055f80f72,Beauty,Europe,2,489.66,0.05,BankTransfer,5.0,2.7,930.35
28036,2024-08-04,2243e46c-b32a-44c3-b66f-200dbb0f5aea,Home,Europe,3,335.64,0.0,PayPal,1.0,2.4,1006.92
1403,2024-04-21,b46788bd-d38e-43e4-8de1-087bafa14a55,Fashion,South America,3,320.34,0.15,BankTransfer,7.0,2.5,816.87
91715,2025-12-10,97ae16f6-48d2-407f-83c5-dfd69ccd05fa,Automotive,South America,2,452.84,0.0,PayPal,3.0,2.4,905.68
63559,2023-01-03,cd25ec88-8a6f-437b-a8ab-a1bbdb06609a,Home,Africa,3,394.52,0.15,CreditCard,8.0,5.0,1006.03
96461,2024-11-23,90939d21-6264-4823-b097-a48ebe7f05a2,Toys,North America,4,437.463,0.0,Cash,3.0,4.0,1749.85
99273,2024-05-25,71dd2009-7468-4b11-84fa-f7a0c518c070,Sports,Africa,5,450.16,0.0,BankTransfer,6.0,4.8,2250.8
59916,2025-02-26,bd2a206d-e6e3-4e47-b6e6-89f599c08884,Beauty,North America,5,372.76,0.1,CreditCard,9.0,3.3,1677.42
44932,2025-07-11,ba1b3912-aba9-4d76-9d64-cc9dbe078e3c,Beauty,Europe,3,19.16,0.0,CreditCard,7.0,2.9,57.48
82121,2024-04-24,33adfe79-efea-4645-a245-e9d77de736fc,Toys,South America,4,40.97,0.0,BankTransfer,2.0,3.7,163.88
79403,2025-07-07,56599848-18e6-4320-93bb-0ed7a776e594,Electronics,Oceania,1,300.16,0.05,BankTransfer,3.0,3.6,285.15
9933,2023-01-08,c4ca0233-4273-4de8-abad-2b997fa8c425,Automotive,Africa,4,475.8,0.15,CreditCard,3.0,3.7,1617.72
26238,2025-03-09,a8b59f56-21c2-48d0-b135-f6066b7e7422,Home,North America,4,377.94,0.0,PayPal,6.0,2.5,1511.76
19469,2024-03-15,ee90112f-abf4-49aa-a777-205378efb790,Electronics,South America,4,313.81,0.15,BankTransfer,7.0,2.5,1066.95
64408,2024-08-27,54ddf73d-205a-4371-b29f-e6f9d6a22273,Fashion,Europe,1,38.01,0.1,Cash,4.0,3.1,34.21
28922,2023-02-25,e84e3bd6-753b-446c-8264-9cacffc7b392,Toys,South America,3,166.43,0.0,BankTransfer,2.0,5.0,499.29
76007,2023-12-15,24f9056d-95df-4cdd-b8b6-0e2a7a26d8a4,Electronics,Europe,3,295.45,0.05,CreditCard,7.0,3.3,842.03
86991,2023-01-05,bb7a48cc-2261-4c1d-a217-80af36fea182,Electronics,Europe,2,329.05,0.0,Cash,8.0,4.2,658.1
56781,2025-06-04,9c7710da-5c7d-48d3-a81b-4f76091e424f,Sports,North America,3,40.92,0.15,Cash,2.0,3.7,104.35
8312,2025-12-21,17caf26b-cbfe-4d65-a23b-34635f6763a6,Sports,Asia,2,139.49,0.15,Cash,7.0,4.9,237.13
55928,2023-05-27,0e034580-0890-496f-b526-16f4f98e7156,Sports,North America,1,93.45,0.0,Cash,1.0,2.2,93.45
47631,2025-07-01,0edb81d9-bd7d-4801-b0a9-bb6a6e4bf20b,Automotive,Asia,2,78.55,0.05,CreditCard,3.0,3.2,149.24
70594,2024-05-09,f557a14a-4daa-4225-b5be-f16126be2bea,Home,South America,1,338.5,0.05,BankTransfer,3.0,2.1,321.58
48460,2024-02-22,d51032ed-af33-4380-bafd-82e9c6eb8844,Electronics,North America,5,152.21,0.1,Cash,3.0,2.6,684.94
6323,2025-06-27,b354f19d-3d22-4110-a63f-69ea0d5098fc,Toys,Asia,3,305.29,0.1,Cash,5.0,2.0,824.28
78995,2024-01-01,e84fc871-de89-4181-a99c-10dbdb44b8de,Automotive,Asia,1,276.44,0.0,Cash,4.0,4.1,276.44
36658,2025-01-08,8135ce81-d1a9-4816-b4bc-4ad5834b8b6a,Beauty,Oceania,1,258.25,0.05,PayPal,8.0,2.8,245.34
17934,2024-09-07,b240c292-ffe4-48b5-adae-c2d14bae5d71,Fashion,Oceania,4,261.44,0.0,Cash,6.0,2.1,1045.76
28031,2025-08-19,db4f2cd5-ddab-468c-988e-d4d7da6d5bb2,Beauty,Europe,5,440.31,0.15,CreditCard,8.0,3.1,1871.32
42593,2023-03-18,375d02fe-86c1-4f97-9f52-434780f6638e,Automotive,South America,5,478.79,0.0,CreditCard,4.0,2.2,2393.95
90919,2024-10-02,6b71ff09-b08d-44c9-a1a8-34b93ceee14e,Home,Asia,3,47.67,0.1,PayPal,4.0,2.7,128.71
73760,2024-04-24,50cdca52-d42d-4f06-ac6a-87638ba3f9cd,Home,Africa,4,176.57,0.0,PayPal,4.0,2.8,706.28
84683,2025-11-13,fe0f4163-243b-43d8-a2c9-7eff6f1b0b30,Home,Africa,5,156.537,0.0,Cash,1.0,4.3,782.68
53068,2023-07-17,fe5d7109-a715-48c8-805c-d34ad60461b9,Toys,Oceania,2,479.68,0.0,BankTransfer,8.0,4.0,959.36
11462,2023-04-22,6094413d-03c8-4477-addc-d3ff8b1096c0,Beauty,Oceania,5,386.07,0.0,PayPal,4.0,3.0,1930.35
47695,2024-02-29,e821de9c-1e9c-4287-8a10-14675f1a0e50,Electronics,Africa,4,367.06,0.0,BankTransfer,1.0,2.2,1468.24
18249,2025-09-12,a0b45327-af8b-4fb1-a53b-7a49a12a118d,Fashion,Africa,5,296.52,0.0,CreditCard,5.0,2.0,1482.6
67587,2023-03-14,0985af3b-a920-4c94-a761-571be391927a,Home,South America,4,401.37,0.0,PayPal,3.0,5.0,1605.48
82932,2025-07-31,4fe681fd-addf-4952-b2f7-c416e2daf886,Home,Asia,1,118.09,0.0,BankTransfer,9.0,3.3,118.09
77648,2024-01-12,451e97b4-f1e4-4ff1-a53e-25e368244f1f,Home,Europe,3,446.03,0.05,CreditCard,7.0,4.4,1271.19
93403,2025-11-19,febbc710-1973-4634-9153-5994eafd680c,Beauty,South America,4,331.75800000000004,0.1,CreditCard,5.0,3.0,1194.33
20182,2024-03-06,c458a3bc-4cfd-486c-95e6-438b370c0904,Home,North America,1,149.45,0.15,PayPal,6.0,2.7,
40471,2024-03-02,b53a72de-c7fc-4ea1-beed-1089e3e5ef84,Sports,North America,2,274.56,0.2,PayPal,7.0,3.9,439.3
86281,2024-10-28,06970811-8b49-475c-8cf5-a642bb09a475,Automotive,Europe,2,114.03,0.0,Cash,6.0,3.1,228.06
94265,2024-12-16,4ec0f5a0-df25-41d4-a53e-41b45cbdfd47,Automotive,Africa,1,350.67,0.0,PayPal,1.0,2.6,350.67
95791,2024-05-02,8e3999e1-1c52-4f1b-8165-38b1fcd0f787,Home,Africa,1,470.13,0.0,PayPal,3.0,4.8,470.13
3201,2025-06-07,5e24296e-b736-4ad9-b9a8-226b5ced7017,Home,Oceania,4,37.87,0.0,Cash,2.0,2.9,151.48
92752,2024-04-02,7b02e435-df6f-4458-a7a0-d5013f3723bd,Automotive,North America,5,321.3,0.1,CreditCard,9.0,2.4,1445.85
15496,2025-11-20,ed83cef6-f857-4817-8b59-575c5f7db347,Fashion,North America,4,422.01,0.0,PayPal,1.0,4.7,1688.04
